"name","main_category","ratings","discount_price","actual_price"
Nike Winflo 8 'Wolf Grey Bright Crimson Men Shoe,men's shoes,3.2,8290.0,8295.0
Nike Mens Jordan Zoom '92 Sneaker,men's shoes,3.2,13490.0,13495.0
Van Heusen Men's Trunks (IHETR1CGNY10053_Grey_Small S),men's clothing,3.1,277.79,279.0
Jockey Men's Cotton Briefs (Pack of 1),men's clothing,3.1,297.0,299.0
Trylo Vivanta_E_White_40,women's clothing,3.1,718.0,719.0
GOLDSTAR G10 G-Rock PT/Running Shoe-Brown,men's shoes,3.1,770.0,775.0
BATA Men's Formal Lace Up Shoes,men's shoes,3.1,891.0,899.0
Pepe Jeans Men Orange Jeans,men's clothing,3.1,998.0,999.0
Ruggers by Unlimited Men Casual Shirt,men's clothing,3.1,998.0,999.0
"Kothari Rns Men's Cotton Half Sleeve Mercerised Vest (Grey, 90 cm) - Pack of 5",men's clothing,3.1,1030.0,1035.0
Camfoot Men's (9069-9308-1200) Casual Sports Running Shoes,men's shoes,3.1,1487.0,1497.0
Cherokee Men's Regular Shirt (CHMESHT20103G07_Grey M),men's clothing,3.1,1798.0,1799.0
BATA Men's Leather Oxford Shoes,men's shoes,3.1,2798.0,2799.0
Pepe Mens 5 Pocket Whiskered Effect Jeans,men's clothing,3.1,3598.0,3599.0
"925 Silver BIS Hallmark 99.5 Purity Lord Laxmi Ganesh Silver Coin (50g)",accessories,3.1,4999.0,5000.0
Skechers Mens GO Run Pure 3 Running Shoes,men's shoes,3.1,8990.0,8999.0
Skechers Mens Go Run 7 - Running Shoes,men's shoes,3.1,9995.0,9999.0
ONN Men's Cotton Brief (Pack of 2) (Colors May Vary),men's clothing,3.0,349.0,350.0
INDIAN FLOWER Women's Stretchable Ankle Length Leggings,women's clothing,3.0,358.0,359.0
Axter Men's (9098-9312) Casual Sports Running Shoes (Set of 2 Pair),men's shoes,3.0,378.0,379.0
Rupa Men Underwear,men's clothing,3.0,399.0,400.0
Aaram Rabbit Pull up Stick-on Bra Cover with Strong Adhesive,women's clothing,3.0,595.0,599.0
Wonderkraftz Shirt Gift Hamper,men's clothing,3.0,599.0,600.0
Jockey Men Square Neck Sleeveless Racer Back Vest - Pack of 2 (#US26_White_Large),men's clothing,3.0,748.0,749.0
"SEGA World Cup Edition Shoes Star Impact PVT LTD (RED, Numeric_7)",men's shoes,3.0,745.0,750.0
Levi's Men Briefs(Colors and Prints May Vary),men's clothing,3.0,918.0,927.0
Aqualite Mens Htr00120g Sneaker,men's shoes,3.0,990.0,999.0
"Nivia Faux Leather, Polyurethane Spirit Running Spikes for Kids (Blue), UK - 2",men's shoes,3.0,1039.42,1049.0
Jockey Men U Neck Sleeveless Vest - Pack of 3 (FP04_ColorCode1_Small),men's clothing,3.0,1047.0,1050.0
Jockey POP Bold Brief Assorted Style# FP01 Set of 5 Pcs,men's clothing,3.0,1140.0,1145.0
BATA 821-6382-42 Men's Black Formal Lace Up Shoes (8 UK),men's shoes,3.0,1198.0,1199.0
W for Woman Women's Solid Polyester Dupatta (21AUW81144-216039_Blue_WFS),women's clothing,3.0,1195.0,1199.0
Evelyn Stainless Steel Analogue Blue Dial Watches for Lovely Couple,accessories,3.0,1194.0,1199.0
BATA Men's Formal Leather Lace Up Shoes,men's shoes,3.0,1298.0,1299.0
"Columbus FLOATPLUS Sports Shoes for Men's & Boy - Lightweight, Comfort Grip, Running, Walking, Gym",men's shoes,3.0,1990.0,1999.0
Pepe Jeans Men's Regular Fit Casual Shirt,men's clothing,3.0,2598.0,2599.0
"TSF Leather Police Zip Boot, Extra Comfort, Extra Lightweight",men's shoes,3.0,2590.0,2599.0
Nike Mens Fly.by Mid 3 Running Shoe,men's shoes,3.0,4990.0,4995.0
Skechers GO Walk Flex,men's shoes,3.0,5995.0,5999.0
Nike Squash-Type Men's Shoes,men's shoes,3.0,6990.0,6995.0
Nike Mens Air Max Impact 4 Running Shoe,men's shoes,3.0,8490.0,8495.0
Skechers Mens Go Run Razor Excess 2 Running Shoes,men's shoes,3.0,14990.0,14999.0
Rupa Men Boxers (Color & Print May Vary),men's clothing,2.9,698.0,699.0
"Jockey Men's Cotton Print Briefs (Assorted, XL) - Pack of 4",men's clothing,2.9,1049.0,1059.0
Liberty Womens 8042011102 Sneaker,men's shoes,2.9,1088.4,1099.0
Camfoot Men's (9158-9308-1200) Casual Sports Running Shoes,men's shoes,2.9,1487.0,1497.0
WORLD WEAR FOOTWEAR Men's (9228-9303-9098) Multicolor Casual Sports Running Shoes (Set of 3 Pair),men's shoes,2.9,1487.0,1497.0
WORLD WEAR FOOTWEAR Men's (9228-9303-9098) Multicolor Casual Sports Running Shoes 7 UK (Set of 3 Pair),men's shoes,2.9,1487.0,1497.0
Pepe Jeans Men's Regular Fit Polo,men's clothing,2.9,1798.0,1799.0
TSF KIM-33 Black Formal Boot Real Genuine Leather Lightweight Sole,men's shoes,2.9,1940.0,1949.0
Lee Cooper Men Tan Leather Formal Shoes-6 UK (40 EU) (7 US) (LC1473E),men's shoes,2.9,2795.0,2799.0
Pepe Jeans Men's Slim Fit Jeans,men's clothing,2.9,4598.0,4599.0
Dixcy Josh Men's Cotton Vest Combo of 3,men's clothing,2.8,449.0,450.0
Aqualite Mens Htr00119g Sneaker,men's shoes,2.8,990.0,999.0
Jockey Men's Cotton Trunks (Grey Melange_Medium),men's clothing,2.7,279.0,280.0
Bewakoof Unisex Printed Backpack-Black,accessories,2.7,498.0,499.0
Ruggers Men's Checkered Regular fit Casual Shirt (400018058725_Red Small),men's clothing,2.7,998.0,999.0
Camfoot Men's (9222-9308-1200) Casual Sports Running Shoes,men's shoes,2.7,1487.0,1497.0
Wrangler Men's Skinny Fit Jeans,men's clothing,2.7,2598.0,2599.0
Wrangler Men Shirt,men's clothing,2.7,3298.0,3299.0
Black+Decker Workmen 100% Cotton,women's clothing,2.6,2600.0,2619.0
T.T. Men Jazz Top Elastic Trunk Pack of 2,men's clothing,2.5,315.0,318.0
Axter Men's Multi-Coloured Canvas Casual Shoes/Loafers/Moccasins - Pack of 3 (Combo-(3)-1002-689-784),men's shoes,2.5,453.0,454.0
"Cigain Combo Printed Cotton Comfortable Shorts for Women and Girls Daily Use, Evening, Night Wear, Casual Wear (Ranodm Des...",women's clothing,2.5,498.0,499.0
LUX MAESTRO Men Trunk,men's clothing,2.5,624.0,625.0
Lux Men's Vest (L85_White_M),men's clothing,2.4,394.0,395.0
Butchi Men Sneakers,men's shoes,2.4,498.0,499.0
Colt Men's Slim Fit Jeans (280132787_34_IN-33_Black-Ds,men's clothing,2.4,998.0,999.0
Hidesign Women Sling Bag (Violet),accessories,2.3,4994.0,4995.0
Nike Mens Zoom Span 4 Running Shoe,men's shoes,2.3,7190.0,7195.0
Axter Men's Multicolour Sneaker (Multicolor Combo-(2),men's shoes,2.2,618.0,619.0
"myfriday Canvas Vintage Multipurpose Causal Backpack,women's Shoulder Tote Bag Stylish Travel Daypack Bag Girls School Bag.",accessories,2.2,999.0,1000.0
Jockey Men's Cotton Brief,men's clothing,2.0,268.0,269.0
"Jockey Women's 90% Micro Nylon, 10% Spandex Wired T-Shirt Bra",women's clothing,2.0,1098.0,1099.0
Skechers Men's Grey Vim Full Contact Walking Shoes (6 UK/India),men's shoes,2.0,4295.0,4299.0
Costoso Italiano Black Leather Formal Monk Strap Shoes for Men,men's shoes,2.0,24994.0,24999.0
Axter Men Multicolour Latest Collection Sneakers Shoes-Pack of 2 (Combo-(2)-606-9107),men's shoes,1.6,378.0,379.0
Teenager Bra Women Full Coverage Non Padded,women's clothing,1.5,511.0,516.0
Axter Men's (9098-9310) Casual Sports Running Shoes,men's shoes,1.5,579.0,580.0
"SEGA World Cup Edition Shoes Star Impact PVT LTD (White, Numeric_8)",men's shoes,1.5,745.0,750.0
Axter-9117 Blue Exclusive Range of Loafers Shoes,men's shoes,1.3,305.0,306.0
Axter Men's (9209) Black Casual Sports Running Shoes,men's shoes,1.0,277.0,278.0
Axter Men Multicolour Latest Collection Loafers Shoes-Pack of 2 (Combo-(2)-9126-9104),men's shoes,1.0,378.0,379.0
Rupa Angoora Premium Blended Lower for Men's,men's clothing,1.0,407.0,408.0
Lux Inferno Top (White_2xl),men's clothing,1.0,499.0,500.0
BATA 821-6328-43 Men's Black Formal Lace Up Shoes (9 UK),men's shoes,1.0,998.0,999.0
NEVA Premium LADIESTHERMAL Set Upper and Lower Antra (Set),men's clothing,1.0,998.0,999.0
Excalibur Men's Solid Slim fit Formal Shirt (272155188_Burgundy_44_FS,men's clothing,1.0,996.0,999.0
SEGA Codo (Blue) Jogging/Multipurpose Shoe by Star Impact Pvt. Ltd. (7),men's shoes,1.0,1040.0,1050.0
Jockey Men's Regular Fit Polo Shirt,men's clothing,1.0,1189.0,1199.0
Pepe Jeans Men's Solid Slim T-Shirt (PM507359 Black),men's clothing,1.0,1498.0,1499.0
Jockey 2623 Men's Soft Touch Microfiber Elastane Stretch Fleece Fabric Thermal Long John with Stay Fresh & StayWarm Techno...,men's clothing,1.0,1495.0,1499.0
TSF Berlin-1 Leather Formal Shoes,men's shoes,1.0,1690.0,1699.0
"U.S. Polo Assn. Men I014 Classic Trunk, Size M - 80cm - 85cm - Assorted Colour - Pack of 5",men's clothing,1.0,1979.0,1995.0
"TSF Leather Boot, Extra Lightweight Extra Comfort",men's shoes,1.0,2290.0,2299.0
"TSF L DIKE-6 Comfortable & Durable Boot,",men's shoes,1.0,2990.0,2999.0
ASICS Mens Patriot 13 Running Shoe,men's shoes,1.0,4995.0,4999.0
Anne Klein New York Analog Women's Watch - AK1931SVTTJ (Silver Dial Multi Colored Strap),accessories,1.0,6998.0,6999.0
Nike AIR MAX Dawn Mens Shoes,men's shoes,1.0,8990.0,8995.0
